run_id,timestamp,n_trials,n_completed,n_pruned,n_splits,best_val_rmse_mean,best_val_rmse_std,test_rmse,linear_baseline,manual_best,v1_optuna_best,delta_vs_manual,delta_vs_v1_optuna,pct_improvement_vs_linear,elapsed_min,best_params
20260426_110340,2026-04-26T18:58:38.968096,120,71,49,3,9.1929,0.133,9.5248,9.6167,9.533,9.7,-0.0082,-0.1752,0.96,475.0,"{""learning_rate"": 0.012052165413910803, ""max_iter"": 1375, ""max_depth"": 6, ""min_samples_leaf"": 95, ""l2_regularization"": 3.882385758402889, ""max_bins"": 192, ""loss"": ""squared_error"", ""use_max_leaf_nodes"": true, ""max_leaf_nodes"": 46, ""n_iter_no_change"": 23, ""validation_fraction"": 0.1657415754872047, ""use_multi_output"": true, ""use_context"": true, ""use_trends"": true, ""use_efficiency"": true, ""use_injury"": true, ""use_schedule"": true, ""use_position"": true, ""use_dvp"": true}"
